img,x_d1,y_d1,x_d2,y_d2,x_d3,y_d3,x_b1,y_b1,x_b2,y_b2,x_b3,y_b3,x_e1,y_e1,x_e2,y_e2,x_e3,y_e3,x_e4,y_e4,x_e5,y_e5,x_e6,y_e6,x_e7,y_e7,x_e8,y_e8,x_e9,y_e9,x_e10,y_e10,x_g6,y_g6,x_g5,y_g5,x_g4,y_g4,x_g3,y_g3,abc
/home/bau/Desktop/Car_project/data/centroid_map1/cam1.jpg,0.41641,0.50313,0.62578,0.49688,0.78828,0.48125,0.83125,0.33437,0.88906,0.33906,0.93203,0.34531,0.34531,0.3375,0.46172,0.31562,0.55391,0.31562,0.63594,0.31875,0.71016,0.31094,0.40391,0.21875,0.45859,0.20938,0.51406,0.21094,0.56797,0.21094,0.61641,0.20938,0.08125,0.40313,0.11094,0.34844,0.15625,0.29531,0.18672,0.25781,1
